Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
Towards a Trusted Marketplace for Wearable Data,2019,"A Colman, M Chowdhury, M Baruwal Chhetri",,,10.1109/CIC48465.2019.00044,,Dec,,,,NOK1,
Strengthening the Blockchain-Based Internet of Value with Trust,2018,"N Truong, T Um, B Zhou, G Lee",,1938-1883,10.1109/ICC.2018.8423014,,May,,,,NOK1,
Converging Technologies for Safety Planning and Inspection Information System of Portable Firefighting Equipment,2020,"N Khan, D Lee, C Baek, C Park",,2169-3536,10.1109/ACCESS.2020.3039512,IEEE Access,,,,,NOK1,
A Green Power Traceability Technology Based on Timestamp in a Main-Side Chain System,2020,"H Wang, Y Yao, X Wang, X Wang, L Zeng, W Qiu, D He, Q Wang",,,10.1109/CISP-BMEI51763.2020.9263525,,Oct,,,,NOK1,
The immutability concept of blockchains and benefits of early standardization,2017,"F Hofmann, S Wurster, E Ron, M BöhmeckeSchwafert",,,10.23919/ITU-WT.2017.8247004,,Nov,,,,NOK1,
A Survey on Decentralized Consensus Mechanisms for Cyber Physical Systems,2020,"U Bodkhe, D Mehta, S Tanwar, P Bhattacharya, P Singh, W Hong",,2169-3536,10.1109/ACCESS.2020.2981415,IEEE Access,,,,,NOK1,
Study of Digitization of Russian Higher Education as Basis for Smart Education,2018,"N Dneprovskaya, T Bayaskalanova, V Ruposov, I Shevtsova",,,10.1109/ITMQIS.2018.8524945,,Sep.,,,,NOK1,
Fintech Ecosystem in Russia,2018,V Soloviev,,,10.1109/MLSD.2018.8551808,,Oct,,,,NOK1,
Blockchain Technology Toward Green IoT: Opportunities and Challenges,2020,"P Sharma, N Kumar, J Park",,1558-156X,10.1109/MNET.001.1900526,IEEE Network,July,,4,,NOK1,
An Application of Ethereum smart contracts and IoT to logistics,2019,"L Augusto, R Costa, J Ferreira, R JardimGonçalves",,,10.1109/YEF-ECE.2019.8740823,,May,,,,"OK1, NOK2",
Using Blockchains to Enable Big Data Analysis of Private Information,2019,"K Lampropoulos, G Georgakakos, S Ioannidis",,2378-4873,10.1109/CAMAD.2019.8858468,,Sep.,,,,NOK1,
Privacy and Security issues in Smart Health Care,2019,"J Ranjith, K Mahantesh",,,10.1109/ICEECCOT46775.2019.9114681,,Dec,,,,NOK1,
"A Survey on IoT Security: Application Areas, Security Threats, and Solution Architectures",2019,"V Hassija, V Chamola, V Saxena, D Jain, P Goyal, B Sikdar",,2169-3536,10.1109/ACCESS.2019.2924045,IEEE Access,,,,,NOK1,
Decentralized Telemedicine Framework for a Smart Healthcare Ecosystem,2020,"A Abugabah, N Nizamuddin, A Alzubi",,2169-3536,10.1109/ACCESS.2020.3021823,IEEE Access,,,,,NOK1,
On the applicability of the GRIDNET protocol to Smart Grid environments,2017,R Skowronski,,,10.1109/SmartGridComm.2017.8340700,,Oct,,,,NOK1,
LabChain: an Interactive Prototype for Synthetic Peer-to-Peer Trade Research in Experimental Energy Economics,2020,"S Johanning, N Retzlaff, P Lämmel, B Dittwald, T Bruckner",,2165-4093,10.1109/EEM49802.2020.9221919,,Sep.,,,,NOK1,
Tools of Data Transmission at Building Information Modeling,2019,"O Bukunova, A Bukunov",,,10.1109/EastConf.2019.8725373,,March,,,,NOK1,
An IoT electric business model based on the protocol of bitcoin,2015,"Y Zhang, J Wen",,,10.1109/ICIN.2015.7073830,,Feb,,,,NOK1,
pubHeal - A Decentralized Platform on Health Surveillance of People,2019,S Sharma,,,10.1109/PuneCon46936.2019.9105834,,Dec,,,,NOK1,
"Decentranet - An Ethereum, Proxy Re-Encryption and IPFS Based Decentralized Internet",2020,"K Muthe, T Vemuru, K Sharma, N Mohammad",,,10.1109/ICCCNT49239.2020.9225483,,July,,,,NOK1,
Secondary Use of Electronic Health Record: Opportunities and Challenges,2020,"S Shah, R Khan",,2169-3536,10.1109/ACCESS.2020.3011099,IEEE Access,,,,,NOK1,
Open Data Market Architecture and Functional Components,2019,"Y Demchenko, R Cushing, W Los, P Grosso, C de Laat, L Gommans",,,10.1109/HPCS48598.2019.9188195,,July,,,,NOK1,
Business Potential and Impact of Industry 4.0 in Manufacturing Organizations,2018,"G Gambhire, T Gujar, S Pathak",,,10.1109/ICCUBEA.2018.8697552,,Aug,,,,NOK1,
"5 Blockchain, Trust and Elections: A Proof of Concept for the Ghanaian National Elections",2019,,9788770220972,,,,,,,https://ieeexplore.ieee.org/document/9227058,"OK1, NOK2",
Fractal Production Reprogramming “Industrie 4.0” Around Resource and Energy Efficiency?,2018,"R WinklerGoldstein, F Imbault, T Usländer, H de la Gastine",,,10.1109/EEEIC.2018.8494395,,June,,,,NOK1,
Transportation 5.0 in CPSS: Towards ACP-based society-centered intelligent transportation,2017,"F Wang, J Zhang",,2153-0017,10.1109/ITSC.2017.8317905,,Oct,,,,NOK1,
Operation modes of smart factory for high-end equipment manufacturing in the Internet and Big Data era,2017,"F Zhang, M Liu, W Shen",,,10.1109/SMC.2017.8122594,,Oct,,,,NOK1,
Comparative Study on Decentralized Cloud Collaboration(DCC),2018,"N Selvanathan, G Poravi",,,10.1109/I2CT.2018.8529811,,April,,,,NOK1,
A Survey on Authentication Techniques for the Internet of Things,2019,"A Albalawi, A Almrshed, A Badhib, S Alshehri",,,10.1109/ICCISci.2019.8716401,,April,,,,NOK1,
"A Modern Review of EDI: Representation, Protocols and Security Considerations",2019,"H Hasan, M Ali",,,10.1109/MENACOMM46666.2019.8988546,,Nov,,,,NOK1,
Digitizing of regulative mechanisms on the masterchain platform for the individualized competence portfolio,2017,"F Wei, N Pokrovskaia",,,10.1109/IVForum.2017.8246055,,Nov,,,,NOK1,
Smart City IoT Platform Respecting GDPR Privacy and Security Aspects,2020,"C Badii, P Bellini, A Difino, P Nesi",,2169-3536,10.1109/ACCESS.2020.2968741,IEEE Access,,,,,NOK1,
Impact of Cybersecurity Applied to IoT in Public Organizations in Latin America,2020,"S Toapanta, R Pesantes, L Gallegos",,,10.1109/WorldS450073.2020.9210416,,July,,,,NOK1,
Open IoT Ecosystem for Smart EV Charging,2018,"A Karpenko, T Kinnunen, K Främling, B Dave",,,10.1109/GIOTS.2018.8534518,,June,,,,NOK1,
SPrune: A Code Pruning Tool for Ethereum Solidity Contract Static Analysis,2020,"Z Zhou, Y Xiong, W Huang, L Ma",,,10.1109/BigCom51056.2020.00015,,July,,,,NOK1,
Machine-Type Communication for Maritime Internet of Things: A Design,2020,"M Wang, J Zhang, X You",,1553-877X,10.1109/COMST.2020.3015694,IEEE Communications Surveys Tutorials,Fourthquarter,,4,,NOK1,
Is Your Android App Insecure? Patching Security Functions With Dynamic Policy Based on a Java Reflection Technique,2020,"S Lee, S Kim, J Hwang, S Kim, S Jin",,2169-3536,10.1109/ACCESS.2020.2987059,IEEE Access,,,,,NOK1,
Highly-Distributed Systems Based on Micro-Services and their Construction Paradigms,2020,"A Luntovskyy, B Shubyn",,,10.1109/TCSET49122.2020.235378,,Feb,,,,NOK1,
FDC: A Secure Federated Deep Learning Mechanism for Data Collaborations in the Internet of Things,2020,"B Yin, H Yin, Y Wu, Z Jiang",,2327-4662,10.1109/JIOT.2020.2966778,IEEE Internet of Things Journal,July,,7,,NOK1,
A real-time architecture for collaborative IoT applications in urban water management,2019,"A Predescu, M Mocanu, C Lupu, A Bercovici",,2372-1618,10.1109/ICSTCC.2019.8885509,,Oct,,,,NOK1,
Electronic Engineering as a Factor of Sustainable Development for Smart City,2020,"A Budrin, E Budrina, A Lebedeva, L Rogavichene, M Abdullah",,2376-6565,10.1109/EIConRus49466.2020.9038943,,Jan,,,,NOK1,
"Block Chain Based Internet of Medical Things for Uninterrupted, Ubiquitous, User-Friendly, Unflappable, Unblemished, Unlimited Health Care Services (BC IoMT U6 HCS)",2020,"J Indumathi, A Shankar, M Ghalib, J Gitanjali, Q Hua, Z Wen, X Qi",,2169-3536,10.1109/ACCESS.2020.3040240,IEEE Access,,,,,NOK1,
A Detailed Security Assessment of the EV Charging Ecosystem,2020,"J Antoun, M Kabir, B Moussa, R Atallah, C Assi",,1558-156X,10.1109/MNET.001.1900348,IEEE Network,May,,3,,NOK1,
CHDC: Common Hospital Data Connector for exchanging medical information,2019,"M Kim, A Ra Lee, I Kim",,1558-4615,10.1109/EMBC.2019.8856663,,July,,,,"OK1, NOK2",
Ubiquitous Computing and Distributed Machine Learning in Smart Cities,2020,D Mukhametov,,,10.1109/WECONF48837.2020.9131518,,June,,,,NOK1,
Analysis of New Technologies in Information Security to Mitigate Data Risks in a Public Organization,2020,"S Toapanta Toapanta, L Mafla Gallegos, M Medina Lara, J Ortiz Rojas",,,10.1109/ICICT50521.2020.00049,,March,,,,NOK1,
World of Empowered IoT Users,2016,"S Hashemi, F Faghri, P Rausch, R Campbell",,,10.1109/IoTDI.2015.39,,April,,,,NOK1,
Neoteric Security and Privacy Sanctuary Technologies in Smart Cities,2020,"C Manchanda, N Sharma, R Rathi, B Bhushan, M Grover",,2329-7182,10.1109/CSNT48778.2020.9115780,,April,,,,NOK1,
"A Model of Computing and Communication for Public Safety Integrating FirstNet, Edge Computing, and Internet of Things",2019,"J Zahid, F Hussain, A Ferworn",,2644-3163,10.1109/IEMCON.2019.8936153,,Oct,,,,NOK1,
A Proposal of Case-Based Approach to Clinical Pathway Modeling Support,2020,"C Ardito, F Bellifemine, T Di Noia, D Lofù, G Mallardi",,2473-4691,10.1109/EAIS48028.2020.9122776,,May,,,,NOK1,
Technical Issues on Cognitive Radio-Based Internet of Things Systems: A Survey,2019,"F Awin, Y Alginahi, E AbdelRaheem, K Tepe",,2169-3536,10.1109/ACCESS.2019.2929915,IEEE Access,,,,,NOK1,
,2017,"A Judmayer, N Stifter, K Krombholz, E Weippl, E Bertino, R Sandhu",9781627057134,,10.2200/S00773ED1V01Y201704SPT020,,,,,https://ieeexplore.ieee.org/document/7987472,NOK1,
"A Survey of Multi-Access Edge Computing in 5G and Beyond: Fundamentals, Technology Integration, and State-of-the-Art",2020,"Q Pham, F Fang, V Ha, M Piran, M Le, L Le, W Hwang, Z Ding",,2169-3536,10.1109/ACCESS.2020.3001277,IEEE Access,,,,,NOK1,
"Enactable Electronic Contracts in E-Commerce: Models, Technologies and Architectures",2019,"A Burunova, A Ponomarev, N Teslya",,2305-7254,10.23919/FRUCT.2019.8711951,,April,,,,NOK1,
A universal identification code for e-health services,2019,"A BERBAR, A BELKHIR",,,10.1109/WorldS4.2019.8903930,,July,,,,"OK1, NOK2",
An overview of smart city in China,2016,"M Guo, Y Liu, H Yu, B Hu, Z Sang",,1673-5447,10.1109/CC.2016.7489987,China Communications,May,,5,,NOK1,
TCitySmartF: A Comprehensive Systematic Framework for Transforming Cities Into Smart Cities,2020,"K Kuru, D Ansell",,2169-3536,10.1109/ACCESS.2020.2967777,IEEE Access,,,,,NOK1,
Operationalizing Data Justice in Health Informatics,2019,M Thinyane,,,10.23919/ITUK48006.2019.8996149,,Dec,,,,NOK1,
Digital Reference: a quasi-standard for digitalization in the domain of semiconductor supply chains,2020,"H Ehm, E Schoitsch, J van der Weit, N Ramzy, L Luo, D Gruetzner",,,10.1109/ICPS48405.2020.9274750,,June,,,,NOK1,
A double-blockchains based Digital Archives Management Framework and Implementation,2019,"W Lin, J Zuo, S Su, C Chen",,2640-7485,10.1109/ISADS45777.2019.9155628,,April,,,,"OK1, NOK2",
On Watermarking for Collaborative Model-Driven Engineering,2018,"S Martínez, S Gérard, J Cabot",,2169-3536,10.1109/ACCESS.2018.2841020,IEEE Access,,,,,NOK1,
"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",2020,"M Chowdhury, M Shahjalal, S Ahmed, Y Jang",,2644-125X,10.1109/OJCOMS.2020.3010270,IEEE Open Journal of the Communications Society,,,,,NOK1,
The Potential Short- and Long-Term Disruptions and Transformative Impacts of 5G and Beyond Wireless Networks: Lessons Learnt From the Development of a 5G Testbed Environment,2020,"M Patwary, S Junaid Nawaz, M Rahman, S Sharma, M Rashid, S Barnes",,2169-3536,10.1109/ACCESS.2020.2964673,IEEE Access,,,,,NOK1,
Cryptography,2017,W Buchanan,9788793609143,,,,,,,https://ieeexplore.ieee.org/document/9228107,NOK1,
IoT Driven with Big Data Analytics and Block Chain Application Scenarios,2018,"P Manjunath, M Prakruthi, P Gajkumar Shah",,,10.1109/ICGCIoT.2018.8752973,,Aug,,,,NOK1,
"Video Big Data Analytics in the Cloud: A Reference Architecture, Survey, Opportunities, and Open Research Issues",2020,"A Alam, I Ullah, Y Lee",,2169-3536,10.1109/ACCESS.2020.3017135,IEEE Access,,,,,NOK1,
Trust Management Techniques for the Internet of Things: A Survey,2019,"I Ud Din, M Guizani, B Kim, S Hassan, M Khurram Khan",,2169-3536,10.1109/ACCESS.2018.2880838,IEEE Access,,,,,NOK1,
A Survey of COVID-19 Contact Tracing Apps,2020,"N Ahmed, R Michelin, W Xue, S Ruj, R Malaney, S Kanhere, A Seneviratne, W Hu, H Janicke, S Jha",,2169-3536,10.1109/ACCESS.2020.3010226,IEEE Access,,,,,NOK1,
A Holistic Review of Cybersecurity and Reliability Perspectives in Smart Airports,2020,"N Koroniotis, N Moustafa, F Schiliro, P Gauravaram, H Janicke",,2169-3536,10.1109/ACCESS.2020.3036728,IEEE Access,,,,,NOK1,
Index,2019,,9788770220972,,,,,,,https://ieeexplore.ieee.org/document/9227136,NOK1,
Realizing Edge Marketplaces: Challenges and Opportunities,2018,"B Varghese, M Villari, O Rana, P James, T Shah, M Fazio, R Ranjan",,2325-6095,10.1109/MCC.2018.064181115,IEEE Cloud Computing,Nov,,6,,NOK1,
Developing a Cybersecurity Immune System for Industry 4.0,2020,S Petrenko,9788770221870,,,,,,,https://ieeexplore.ieee.org/document/9227683,NOK1,
Ontology based method of data codification for information exchange,2019,Y Lipuntsov,,,10.1109/WorldS4.2019.8904030,,July,,,,NOK1,
Scalable and Efficient Mutual Authentication Strategy in Fog Computing,2020,"J Bavishi, M Shaikh, R Patel",,2573-7562,10.1109/MobileCloud48802.2020.00019,,Aug,,,,NOK1,
Handbook on ICT in Developing Countries: Next Generation ICT Technologies,2019,,9788770220972,,,,,,,https://ieeexplore.ieee.org/document/9227139,NOK1,
2 Cyber Risk Management,2019,S Petrenko,9788770221153,,,,,,,https://ieeexplore.ieee.org/document/9227428,NOK1,
7 Developing Use Cases for Big Data Analytics: Data Integration with Social Media Metrics,2019,,9788770220972,,,,,,,https://ieeexplore.ieee.org/document/9227222,NOK1,
3 Enterprise Cyber Resilience Program,2019,S Petrenko,9788770221153,,,,,,,https://ieeexplore.ieee.org/document/9227367,NOK1,
1 Cyber Resilience Concept,2019,S Petrenko,9788770221153,,,,,,,https://ieeexplore.ieee.org/document/9227444,NOK1,
Accounting and Financial Reporting System in the Digital Economy,2020,"I Spilnyk, R Brukhanskyi, O Yaroshchuk",,,10.1109/ACIT49673.2020.9208976,,Sep.,,,,NOK1,
Decision Support for Smart Grid: Using Reasoning to Contextualize Complex Decision Making,2019,"M Balduccini, E Griffor, M Huth, C Vishik, D Wollman, P Kamongi",,,10.1109/MSCPES.2019.8738798,,April,,,,NOK1,
Emerging Technologies for 5G-Enabled Vehicular Networks,2019,"Y Yang, K Hua",,2169-3536,10.1109/ACCESS.2019.2954466,IEEE Access,,,,,NOK1,
Front Matter,2018,Q Hassan,9781119456759,,10.1002/9781119456735.fmatter,,,,,https://ieeexplore.ieee.org/document/8390730,NOK1,
Banking Comprehensive Risk Management System Based on Big Data Architecture of Hybrid Processing Engines and Databases,2018,"S Ma, H Wang, B Xu, H Xiao, F Xie, H Dai, R Tao, R Yi, T Wang",,,10.1109/SmartWorld.2018.00310,,Oct,,,,NOK1,
Design of data sharing module based on medical block chain,2019,"Y Ruijun, H Jinbo, C Yan",,2189-8723,10.1109/ICIIBMS46890.2019.8991529,,Nov,,,,"OK1, OK2, NOK3",
The Next Grand Challenges: Integrating the Internet of Things and Data Science,2018,"R Ranjan, O Rana, S Nepal, M Yousif, P James, Z Wen, S Barr, P Watson, P Jayaraman, D Georgakopoulos, M Villari, M Fazio, S Garg, R Buyya, L Wang, A Zomaya, S Dustdar",,2325-6095,10.1109/MCC.2018.032591612,IEEE Cloud Computing,May,,3,,NOK1,
IEEE Draft Guide for Cloud Portability and Interoperability Profiles (CPIP),2018,,,,,"IEEE P2301/D13, October 2018",Oct,,,,NOK1,
Route Plan Exchange Scheme Based on Block Chain,2018,"D Chung, H Jeon",,2165-8536,10.1109/ICUFN.2018.8436761,,July,,,,NOK1,
Glossary,2018,Q Hassan,9781119456759,,10.1002/9781119456735.gloss,,,,,https://ieeexplore.ieee.org/document/8390838,NOK1,
"Digital Twin for the Oil and Gas Industry: Overview, Research Trends, Opportunities, and Challenges",2020,"T Wanasinghe, L Wroblewski, B Petersen, R Gosine, L James, O De Silva, G Mann, P Warrian",,2169-3536,10.1109/ACCESS.2020.2998723,IEEE Access,,,,,NOK1,
Testing Perspectives of Fog‐Based IoT Applications,2019,"R Buyya, S Srirama",9781119525011,,10.1002/9781119525080.ch15,,,,,https://ieeexplore.ieee.org/document/8654120,NOK1,
The Future of IT Operational Technology Supply Chains,2020,C Paulsen,,1558-0814,10.1109/MC.2019.2951979,Computer,Jan,,1,,NOK1,
Cognition in UAV-Aided 5G and Beyond Communications: A Survey,2020,"Z Ullah, F AlTurjman, L Mostarda",,2332-7731,10.1109/TCCN.2020.2968311,IEEE Transactions on Cognitive Communications and Networking,Sep.,,3,,NOK1,
,2020,R Oppliger,9781630817336,,,,,,,https://ieeexplore.ieee.org/document/9118792,NOK1,
"Opening Towards a New Reality, Together",2020,"M Botterman, J Cave",9781119632559,,10.1002/9781119632481.ch15,,,,,https://ieeexplore.ieee.org/document/9261299,NOK1,
Security and Privacy-Preserving Challenges of e-Health Solutions in Cloud Computing,2019,"S Chenthara, K Ahmed, H Wang, F Whittaker",,2169-3536,10.1109/ACCESS.2019.2919982,IEEE Access,,,,,NOK1,
IoT-Education technologies as solutions towards SMEs’ educational challenges and I4.0 readiness,2020,H Mohammadian,,2165-9567,10.1109/EDUCON45650.2020.9125248,,April,,,,NOK1,
Using RC4 and Whirlpool for the Encryption and Validation of Data in IoT,2019,"B Asare, K QuistAphetsi, L Nana",,,10.1109/ICSIoT47925.2019.00027,,May,,,,NOK1,
"Wearable Smart Glass: Features, Applications, Current Progress and Challenges",2018,"N Kumar, N Kumar Singh, V Peddiny",,,10.1109/ICGCIoT.2018.8753047,,Aug,,,,NOK1,
Image Target Detection Algorithm of Smart City Management Cases,2020,"P Tan, K Mao, S Zhou",,2169-3536,10.1109/ACCESS.2020.3021248,IEEE Access,,,,,NOK1,
On-the-fly Privacy for Location Histograms,2020,"G Theodorakopoulos, E Panaousis, K Liang, G Loukas",,1941-0018,10.1109/TDSC.2020.2980270,IEEE Transactions on Dependable and Secure Computing,,,,,NOK1,
Maritime IoT: An Architectural and Radio Spectrum Perspective,2020,"J Zhang, M Wang, T Xia, L Wang",,2169-3536,10.1109/ACCESS.2020.2990830,IEEE Access,,,,,NOK1,
Bank Big Data Architecture Based on Massive Parallel Processing Database,2018,"S Ma, H Xiao, B Xu, R Tao, F Xie, D Zeng, T Wang",,2375-527X,10.1109/I-SPAN.2018.00024,,Oct,,,,NOK1,
A Survey on Multimodal Data-Driven Smart Healthcare Systems: Approaches and Applications,2019,"Q Cai, H Wang, Z Li, X Liu",,2169-3536,10.1109/ACCESS.2019.2941419,IEEE Access,,,,,NOK1,
9 Enabling Security through Digitalization and Business Model Innovation,2019,,9788770220910,,,,,,,https://ieeexplore.ieee.org/document/9227261,NOK1,
JointCloud: A Cross-Cloud Cooperation Architecture for Integrated Internet Service Customization,2017,"H Wang, P Shi, Y Zhang",,1063-6927,10.1109/ICDCS.2017.237,,June,,,,NOK1,
"Towards Secure FinTech: A Survey, Taxonomy, and Open Research Challenges",2020,"S Mehrban, M Nadeem, M Hussain, M Ahmed, O Hakeem, S Saqib, M Kiah, F Abbas, M Hassan, M Khan",,2169-3536,10.1109/ACCESS.2020.2970430,IEEE Access,,,,,NOK1,
Federated Learning in Mobile Edge Networks: A Comprehensive Survey,2020,"W Lim, N Luong, D Hoang, Y Jiao, Y Liang, Q Yang, D Niyato, C Miao",,1553-877X,10.1109/COMST.2020.2986024,IEEE Communications Surveys Tutorials,thirdquarter,,3,,NOK1,
Social-Aware Decentralization for Secure and Scalable Multi-party Computations,2017,"Y Tang, S Soundarajan",,2332-5666,10.1109/ICDCSW.2017.56,,June,,,,NOK1,
Utility Grid: Present Challenges and Their Potential Solutions,2018,"E Hossain, J Hossain, F UnNoor",,2169-3536,10.1109/ACCESS.2018.2873615,IEEE Access,,,,,NOK1,
